Date,Age,Sex,Rank,Press,URL,Title,Main Article
20210120,20대,여성,1,중앙일보,https://v.daum.net/v/20210120050050206,'윗집의 윗집' 이사해 복수?..층간소음 갈등 줄일 우물천장," 
         
          
           
           
            개그맨 이휘재·문정원 부부가 빌라에서 아이들과 야구, 피구를 하는 동영상을 올리면서 논란이 불거졌다. 사진 유튜브 캡처
           
          
           개그맨 이휘재, 문정원 부부가 쏘아올린 층간소음 논란이 가수 싸이(본명 박재상), 개그맨 안상태, 이정수 등으로 이어지고 있다. 보건복지부는 지난 1일 ‘집콕댄스’ 홍보영상을 올렸다가 여론의 뭇매를 맞고 사과했다. 
          층간소음 문제가 어제오늘 일은 아니지만, 코로나19로 집에서 생활하는 시간이 늘면서 갈등은 한층 심각해졌다. 19일 한국환경공단에 따르면 지난해 층간소음 관련 민원접수는 895건으로, 2019년(507건)과 비교해 약 80% 증가했다. 분쟁 현장을 방문해 피해 사례를 해결해 달라는 현장진단 신청도 267건에서 355건으로 늘었다. 
          ━ 코로나가 부른 분노…층간소음 복수로  
          
           
           
            네이버 쇼핑몰에 등록돼 있는 '층간소음 보복 우퍼 스피커'. 사진 네이버 캡처
           
          
           층간소음 피해자들은 ‘코로나 블루’를 넘어 분노를 느끼는 ‘코로나 레드’ 단계에 들어섰다고 고통을 호소한다. 마포구 도화동에 사는 하모(34)씨는 “재택 근무를 시작한 뒤로 이웃의 인테리어 공사 소음, 아이들 뛰어노는 발소리, 덤벨 내려놓는 소리, 심지어 아침 6시마다 휴대폰 알람까지 들려 미칠 지경”이라며 “몇번이고 이웃에 사정을 했지만, (소음 출처가)자기 집이 아니라는 뻔뻔한 태도에 층간소음 칼부림 사건이 왜 발생하는지 이해가 됐다”고 말했다.  급기야 인터넷 커뮤니티에는 복수를 위한 제품까지 등장했다. 천장에 우퍼 스피커(저음용 스피커)를 설치해 일부러 소음을 유발했다는 복수담에는 ‘속 시원하다’는 댓글이 달렸다. 유튜브에선 층간소음을 유발한 윗집의 윗집으로 이사해 보복하는 영상이 2년 만에 조회 수 538만회를 기록했다. 
          사적 보복마저 등장한 이유는 층간소음 가해자를 처벌하는 법규가 없기 때문이다. 지난 2016년 ‘공동주택 층간소음 기준에 관한 규칙’이 시행됐지만 소음의 범위와 기준만 정해놨을 뿐, 기준을 넘겼을 때의 강제 처벌은 없다. 공동주택관리 분쟁조정위원회와 환경분쟁조정위원회 등에 조정을 신청할 수도 있지만, 권고 또는 요청 조치가 전부다. 정부가 2022년 도입하는 ‘층간소음 사후 확인제’ 또한 소음 차단 가능 여부를 확인할 뿐 강제성은 없다. 
          ━ 처벌 규정 생겨도 소음피해 입증 어려워  
          
           
           
            삼성물산이 표준중량충격원을 이용해 바닥충격음을 시험하고 있다. 사진 삼성물산
           
          
           하지만 처벌 규정이 생긴다 해도 아파트 내 소음의 진원지를 특정하기는 어렵다. 여러 집의 소음이 다중으로 겹치는 일이 흔하고, 진원지를 찾더라도 해당 집이 소음을 발생시켰다고 입증하기가 어렵기 때문이다. 
          건축업계에서는 결국 층간소음을 차단하는 기술 개발이 문제 해결의 첫 단추라고 입을 모은다. 현재 국내 대부분의 주택은 벽식 구조로 돼 있다. 벽식 구조는 기둥·들보 등 골조를 넣지 않고 벽이나 마루를 만든 건물구조로, 벽을 타고 소음이 전달돼 층간소음이 더욱 심할 수밖에 없다. 반면 기둥식 구조는 기둥과 보가 건물 하중을 떠받쳐 소음이 기둥으로 분산된다. 
          문제는 기둥식 구조 주택이 벽식 구조보다 사업성이 떨어져 건축업계에서 선호하지 않는다는 점이다. 기둥식 구조의 경우 천장고를 높여야 하므로 아파트당 가구 수가 줄어든다는 이유에서다. 
          ━ 건설업계, 소음 줄이는 기술 개발에 투자  
          
           
           
            실생활 경량 층간소음 저감 기능성 바닥재를 고객들이 살펴보고 있다. 사진 LG하우시스
           
          
           이에 건축업계는 건축·시공 단계에서 적용할 수 있는 기술 개발에 집중하고 있다. 삼성물산은 최근 건설업계 최초로 층간소음연구소를 신설했다. 층간소음의 원인과 건설 재료, 아파트 구조, 신공법 등을 종합적으로 다룬다. 김재호 연구소장은 “앞으로 자체 개발한 바닥 구조 시스템의 성능을 보완하고 소음 저감형 우물천정(천정이 움푹 들어간 형태) 적용, 뜬바닥(고무나 솜 등을 넣어 지지한 바닥) 형태의 건식바닥 기술 개발 등을 건설현장에 적용해 나갈 방침”이라고 말했다. 
          현대건설은 층간소음 저감기술 ‘H 사일런트 홈’을 올해부터 적용한다. 현대건설이 특허권을 보유 중인 슬래브(평편한 철강 구조물) 강성보강, 레이저 스캔을 통한 골조 시공 품질관리 등 15가지 기술이 적용된다. DL이앤씨(옛 대림산업)는 지난해 3중으로 층간소음을 잡아낼 수 있는 바닥구조를 개발해 특허를 출원했다. 성인과 아이들의 발걸음이 바닥에 미치는 충격패턴을 분석해 설계한 공법이다. 
          건축자재 업체들도 바닥재 제품 개발에 나섰다. LG하우시스가 최근에 선보인 ‘엑스컴포트’ 바닥재는 푹신한 상부층과 탄성있는 단단한 하부층 등 2개 층으로 구성돼 소음 저감에 효과적이다. 실제 한국조선해양기자재연구원에서 실시한 경량충격바닥음 저감량 테스트 결과 150mm 두께 맨바닥과 비교해 20데시벨(dB) 정도 감소 효과가 있는 것으로 확인됐다. 
          배정원 기자 bae.jungwon@joongang.co.kr
          
        "
20210120,20대,여성,2,연합뉴스,https://v.daum.net/v/20210120112404086,"스타벅스, 아시아계 손님 컵에 '째진 눈' 그렸다가 배상"," 
         
          
           
           
            스타벅스 로고 [EPA=연합뉴스 자료사진]
           
          
          (서울=연합뉴스) 김용래 기자 = 아일랜드의 한 스타벅스 매장에서 직원이 아시아계 시민이 주문한 음료의 용기에 '째진 눈'을 그려 넣었다가 1만2천유로(약 1천600만원)를 배상하라는 명령을 받았다.
          17일(현지시간) 영국 BBC방송에 따르면 아일랜드 직장관계위원회(WRC)는 스타벅스의 더블린 탈라지구 매장에 태국계 아일랜드인인 수차바데 폴리 씨에게 이같이 손해 배상하라고 결정했다.
          태국계 이민자인 폴리는 지난 12일 스타벅스 매장에서 녹차라테를 주문한 뒤 음료가 나오자 종이컵에 째진 눈이 그려진 것을 발견했다.
          주문 시 매장 직원에게 자신의 이름의 약칭을 알려줬지만 나온 음료에는 알려준 이름 대신에 통상 아시아인을 비하하는 뜻으로 쓰이는 '째진 눈'이 그려져 있었다.
          그는 차별금지기구인 WRC에 진정을 내고 당시 모욕감과 불쾌함을 느꼈다고 말했다. 태국 출생인 그는 부모와 함께 유년 시절 아일랜드로 건너와 국적을 취득했다고 한다.
          WRC는 진정인을 시각적으로 묘사한 것이 그의 인종과 관계됐다는 것이 분명하다면서 ""19세기 풍자만화처럼 공격적이고 상상력도 빈곤했다""고 지적했다.
          이에 대해 스타벅스 측은 해당 매장 직원이 모욕감이나 불쾌함을 주려 한 의도는 아니었다면서 당시 CCTV 영상을 봐도 분위기는 호의적이었다고 해명했다.
          스타벅스 측은 WRC의 결정에 대해 매우 유감이라면서도 ""우리는 어떤 차별에 대해서도 불관용의 입장을 갖고 있으며 이런 일이 재발하지 않도록 하겠다""고 밝혔다.
          yonglae@yna.co.kr
          
           
          
          
        "
20210120,20대,여성,3,아시아경제,https://v.daum.net/v/20210120200046923,"결혼식에 온 불청객..1000원 축의금 29장 내고, 3만원 식권 40장 받아"," 
         
          
           
           
            지난 13일 결혼식에서 축의금 봉투 29장에 1000원씩 넣어 내고, 3만3000원짜리 식권 40장을 받아낸 여성 2명이 항소심에서 벌금형을 선고받았다. [이미지출처=연합뉴스]
           
          
          [아시아경제 김봉주 기자] 결혼식에서 축의금 봉투 29장에 1000원씩 넣어 내고, 3만3000원짜리 식권 40장을 받아낸 여성 2명이 항소심에서 벌금형을 선고받았다. 
          대구지법 형사 5부(재판장 김성열)는 지난 13일 사기 혐의로 기소된 사회복지사 A(45·여)씨와 물리치료사 B(31·여)씨에 대해, 이들의 항소를 기각하고 원심을 유지했다. 1심에서 A씨와 B씨는 각각 200만원·100만원의 벌금형을 선고받았다. 
          이들은 2019년 사회복지사 C씨의 결혼식장을 방문했다. 초청을 받지는 않았지만 과거 C씨와 같은 요양원에서 근무해 친분이 있었다. 
          두 사람은 축의금을 받고 있는 C씨의 사촌오빠에게 축의금 봉투 29장을 건네고, 장당 3만3000원 상당의 식권 40장을 받았다. 
          하지만 곧 봉투에 든 금액이 1000원이라는 것을 확인한 C씨 친인척들이 현장에서 A씨와 B씨를 붙잡아 경찰에 고발했다. 
          사기 혐의로 재판에 넘겨진 이들은 1심에서 ""복수 때문에 1000원짜리 축의금을 냈다""는 취지로 말했다. C씨가 요양원의 비위 사실을 국민건강보험공단에 고발했다고 생각해 복수하기로 했다는 설명이다. 
          그러나 이들은 2심에서 ""C씨의 결혼식을 축하해주러 간 것""이라며 진술을 번복했다. 
          1심 재판부는 지난해 5월 ""피고인들이 식권 40매를 피해자 측에 반환했으나 피고인들은 현재까지 피해자로부터 용서를 받지 못했다. 식권 40매는 현장에서 범행이 발각됨에 따라 피해자 측의 반환요구에 따라 반환된 것""이라며 벌금형을 선고했다. 
          이들은 형이 무겁다며 항소했고, 2심 재판부는 이들의 항소를 기각했다. 
          2심 재판부는 ""C씨의 결혼식을 축하해주러 간 것이라고 주장하지만, 1000원을 축의금으로 낸다는 것은 사회통념상 납득하기 어려운 행위이므로 피고인들의 주장을 받아들이기 어렵다""며 ""피고인들이 원심에서 범행을 자백했다가 2심에서 부인하는 점, 피해자로부터 용서받지 못한 점 등 여러 사정을 종합해보면, 원심이 선고한 형은 무겁지 않다""고 판시했다. 
          김봉주 기자 patriotbong@asiae.co.kr
          
        "
20210120,20대,여성,4,연합뉴스,https://v.daum.net/v/20210120153516829,밥 먹으라고 잠 깨운 아내에게 끓는 물 들어부은 터키 남편," 
         
          
           
           
            가정 폭력 자료 사진.
           
          
          (서울=연합뉴스) 김유아 기자 = 터키의 한 남성이 아침밥을 먹으라고 잠을 깨운 아내에게 끓는 물을 들어부은 사실이 알려져 공분을 사고 있다.
          20일 영국 일간 더선에 따르면 터키 중부지역 코냐시에 사는 여성 루키예(23)는 이달 초 침실에서 아침을 먹을 수 있도록 준비한 후 남편 알리 아이(28)를 깨웠다.
          루키예는 침실 식사라는 특별 서비스를 제공하려던 것이었다.
          그런데 알리가 '왜 잠을 깨우냐'고 화를 내며 방해하지 말라고 해 방 밖으로 나와 식탁에서 딸과 둘이서 아침을 먹고 있었는데, 그가 잠시 뒤 기분이 안 좋은 상태로 나와 다짜고짜 이혼하겠다면서 딸에 대한 양육권을 가져가겠다고 말했다.
          알리는 이어 루키예의 목 부위에 끓는 물을 부어 등쪽으로 흘러내리게 했으며, 다시 얼굴에 뜨거운 물을 부으려할 때 루키예가 재빠르게 피했다.
          병원에서 치료받는 루키예는 등쪽 대부분에 화상을 입어 온 몸에 붕대를 싸매고 있다.
          루키예는 ""끓는 물로 인해 티셔츠가 피부에 달라붙었다. 그가 한 번 더 내게 뜨거운 물을 뿌렸고 일부는 딸의 발과 내 엉덩이까지 튀었다""고 말했다.
          그녀는 이어 ""도망치고 싶었지만 너무 아파서 기절했다. 의식이 돌아와 딸이 소리 지르는 것이 들리던 즈음 그가 내 머리채를 잡고 화장실로 끌고 가고 있음을 느꼈다""고 말했다.
          그러다 루키예는 알리가 그의 아버지로부터 온 전화를 받는 틈에 이웃집으로 겨우 도망쳐 경찰에 신고할 수 있었다.
          알리를 체포한 경찰은 처음 그를 석방했다가 여론의 반발이 거세지자 다시 붙잡아 중상을 입힌 혐의로 구금했다.
          알리는 이전에도 루키예에게 '내가 지금 널 죽여도 이를 아는 사람은 없을 것'이라며 위협을 가한 것으로 알려졌다.
          
           
           
            가정 폭력 사진은 기사 내용과 무관함. [게티이미지뱅크코리아. 재판매 및 DB금지.]
           
          
          kua@yna.co.kr
          
           
          
          
        "
20210120,20대,여성,5,한국경제,https://v.daum.net/v/20210120172102049,"스타벅스 직원, 손님 컵에 '째진 눈' 그렸다 1600만원 '배상'"," 
         
          
           
           
            18일(현지시간) 영국 BBC에 따르면 아일랜드 직장관계위원회(WRC)는 스타벅스의 더블린 탈라지구 매장에 직원이 이같은 행동을 한 데 대해 태국계 아일랜드인인 수차바데 폴리씨에게 1만2000유로를 배상하라고 명령했다. 사진=AP
           
          
          아일랜드의 한 스타벅스 매장에서 직원이 아시아계 고객이 주문한 음료 용기에 '째진(slanty) 눈'을 그린 결과, 1만2000유로(약 1600만원)를 위자료로 배상하게 됐다. 째진 눈은 통상 아시아인을 비하하는 인종차별적 표현으로 간주된다.
          18일(현지시간) 영국 BBC에 따르면 아일랜드 직장관계위원회(WRC)는 스타벅스의 더블린 탈라지구 매장에서 일하는 직원이 이같은 행동을 한 데 대해 태국계 아일랜드인인 수차바데 폴리씨에게 1만2000유로를 배상하라고 명령했다.
          폴리씨는 지난 12일 스타벅스 매장에서 녹차라테를 주문한 후 받은 음료 종이컵에 째진 눈이 그려진 것을 발견하고 차별금지기구인 WRC에 진정서를 냈다.
          그는 주문 시 스타벅스 매장 직원에게 본인 이름의 약칭을 알려줬으나 나온 음료에는 이름 대신 아시아인 비하의 뜻으로 사용되는 째진 눈이 그려져 있었다. 폴리씨는 당시 모욕감과 불쾌함을 느꼈다고 전했다. 태국 출신인 폴리씨는 부모와 함께 유년 시절 아일랜드로 건너와 국적을 취득한 상태다. WRC는 스타벅스 직원이 폴리씨를 시각적으로 묘사하는 과정에서 그의 인종과 관계된 점이 명백했다는 점을 지적했다. WRC 측은 ""19세기 풍자만화처럼 공격적이고 상상력도 빈곤했다""고 지적했다.
          
           
           
            사진=AP
           
          
          다만 WRC측은 해당 직원이 폴리씨를 모욕할 의도는 없었고, 이는 실수로 인한 것으로 판단했다. 해당 스타벅스 직원은 브라질 출신으로 폴리씨가 근사하다고 생각해 웃는 얼굴을 그린 것이라고 주장했다.
          스타벅스 측은 또한 해당 매장 직원이 모욕감이나 불쾌함을 주려 한 의도가 아니었다고 설명했다. 매장 CCTV 영상에 따르면 폴리씨가 다른 고객들보다 불친절하게 대접받지 않았다는 점 등을 들어 분위기가 호의적이었다고 전했다.
          스타벅스 측은 WRC 결정에 대해 매우 유감이란 입장을 내놨다. 스타벅스는 ""어떤 종류의 차별에 대해서도 불관용의 입장을 갖고 있다""며 ""이런 일이 재발하지 않도록 하겠다""고 밝혔다.
          오정민 한경닷컴 기자 blooming@hankyung.com기사제보 및 보도자료 open@hankyung.com 
          ⓒ 한국경제 & , 무단전재 및 재배포 금지
          
        "
20210120,30대,여성,1,아시아경제,https://v.daum.net/v/20210120200046923,"결혼식에 온 불청객..1000원 축의금 29장 내고, 3만원 식권 40장 받아"," 
         
          
           
           
            지난 13일 결혼식에서 축의금 봉투 29장에 1000원씩 넣어 내고, 3만3000원짜리 식권 40장을 받아낸 여성 2명이 항소심에서 벌금형을 선고받았다. [이미지출처=연합뉴스]
           
          
          [아시아경제 김봉주 기자] 결혼식에서 축의금 봉투 29장에 1000원씩 넣어 내고, 3만3000원짜리 식권 40장을 받아낸 여성 2명이 항소심에서 벌금형을 선고받았다. 
          대구지법 형사 5부(재판장 김성열)는 지난 13일 사기 혐의로 기소된 사회복지사 A(45·여)씨와 물리치료사 B(31·여)씨에 대해, 이들의 항소를 기각하고 원심을 유지했다. 1심에서 A씨와 B씨는 각각 200만원·100만원의 벌금형을 선고받았다. 
          이들은 2019년 사회복지사 C씨의 결혼식장을 방문했다. 초청을 받지는 않았지만 과거 C씨와 같은 요양원에서 근무해 친분이 있었다. 
          두 사람은 축의금을 받고 있는 C씨의 사촌오빠에게 축의금 봉투 29장을 건네고, 장당 3만3000원 상당의 식권 40장을 받았다. 
          하지만 곧 봉투에 든 금액이 1000원이라는 것을 확인한 C씨 친인척들이 현장에서 A씨와 B씨를 붙잡아 경찰에 고발했다. 
          사기 혐의로 재판에 넘겨진 이들은 1심에서 ""복수 때문에 1000원짜리 축의금을 냈다""는 취지로 말했다. C씨가 요양원의 비위 사실을 국민건강보험공단에 고발했다고 생각해 복수하기로 했다는 설명이다. 
          그러나 이들은 2심에서 ""C씨의 결혼식을 축하해주러 간 것""이라며 진술을 번복했다. 
          1심 재판부는 지난해 5월 ""피고인들이 식권 40매를 피해자 측에 반환했으나 피고인들은 현재까지 피해자로부터 용서를 받지 못했다. 식권 40매는 현장에서 범행이 발각됨에 따라 피해자 측의 반환요구에 따라 반환된 것""이라며 벌금형을 선고했다. 
          이들은 형이 무겁다며 항소했고, 2심 재판부는 이들의 항소를 기각했다. 
          2심 재판부는 ""C씨의 결혼식을 축하해주러 간 것이라고 주장하지만, 1000원을 축의금으로 낸다는 것은 사회통념상 납득하기 어려운 행위이므로 피고인들의 주장을 받아들이기 어렵다""며 ""피고인들이 원심에서 범행을 자백했다가 2심에서 부인하는 점, 피해자로부터 용서받지 못한 점 등 여러 사정을 종합해보면, 원심이 선고한 형은 무겁지 않다""고 판시했다. 
          김봉주 기자 patriotbong@asiae.co.kr
          
        "
20210120,30대,여성,2,연합뉴스,https://v.daum.net/v/20210120153516829,밥 먹으라고 잠 깨운 아내에게 끓는 물 들어부은 터키 남편," 
         
          
           
           
            가정 폭력 자료 사진.
           
          
          (서울=연합뉴스) 김유아 기자 = 터키의 한 남성이 아침밥을 먹으라고 잠을 깨운 아내에게 끓는 물을 들어부은 사실이 알려져 공분을 사고 있다.
          20일 영국 일간 더선에 따르면 터키 중부지역 코냐시에 사는 여성 루키예(23)는 이달 초 침실에서 아침을 먹을 수 있도록 준비한 후 남편 알리 아이(28)를 깨웠다.
          루키예는 침실 식사라는 특별 서비스를 제공하려던 것이었다.
          그런데 알리가 '왜 잠을 깨우냐'고 화를 내며 방해하지 말라고 해 방 밖으로 나와 식탁에서 딸과 둘이서 아침을 먹고 있었는데, 그가 잠시 뒤 기분이 안 좋은 상태로 나와 다짜고짜 이혼하겠다면서 딸에 대한 양육권을 가져가겠다고 말했다.
          알리는 이어 루키예의 목 부위에 끓는 물을 부어 등쪽으로 흘러내리게 했으며, 다시 얼굴에 뜨거운 물을 부으려할 때 루키예가 재빠르게 피했다.
          병원에서 치료받는 루키예는 등쪽 대부분에 화상을 입어 온 몸에 붕대를 싸매고 있다.
          루키예는 ""끓는 물로 인해 티셔츠가 피부에 달라붙었다. 그가 한 번 더 내게 뜨거운 물을 뿌렸고 일부는 딸의 발과 내 엉덩이까지 튀었다""고 말했다.
          그녀는 이어 ""도망치고 싶었지만 너무 아파서 기절했다. 의식이 돌아와 딸이 소리 지르는 것이 들리던 즈음 그가 내 머리채를 잡고 화장실로 끌고 가고 있음을 느꼈다""고 말했다.
          그러다 루키예는 알리가 그의 아버지로부터 온 전화를 받는 틈에 이웃집으로 겨우 도망쳐 경찰에 신고할 수 있었다.
          알리를 체포한 경찰은 처음 그를 석방했다가 여론의 반발이 거세지자 다시 붙잡아 중상을 입힌 혐의로 구금했다.
          알리는 이전에도 루키예에게 '내가 지금 널 죽여도 이를 아는 사람은 없을 것'이라며 위협을 가한 것으로 알려졌다.
          
           
           
            가정 폭력 사진은 기사 내용과 무관함. [게티이미지뱅크코리아. 재판매 및 DB금지.]
           
          
          kua@yna.co.kr
          
           
          
          
        "
20210120,30대,여성,3,뉴시스,https://v.daum.net/v/20210120134513641,녹음기 숨겨 어린이집 등원시킨 모정 '국민청원'," 
         
          
           
           
            청와대 국민청원 게시판 캡쳐
           
          
          [인천=뉴시스] 김동영 기자 = 인천의 한 어린이집에서 아동학대를 의심하고 자녀의 옷에 녹음기를 숨기고 등원시켜 학대 정황을 확인한 학부모가 청와대 국민청원 게시판에 글을 올렸다. 
          20일 청와대 국민청원에는 '미추홀구 어린이집 정서학대'라는 제목의 청원이 올라와 있다.
          청원인은 자신을 ‘이제 6세가 되는 여자아이의 엄마로 얼마전 뉴스에 나온 인천 미추홀구의 어린이집 정서학대 신고자이기도 하다’고 소개했다. 
          그는 “처음에 문제의 어린이집을 다녀오고 (아이가) 너무 좋아했다”며 “선생님들도 항상 손이 많이 안가는 아이라 좋다고 했다”고 말했다. 
          하지만 평소와 같이 하원시간에 맞춰 아이를 데리러 나온 청원인은 “오늘 뭐했어? 재밋었어?”라는 질문을 했지만 아이는 “선생님이 어린이집에서 있었던 일은 집에가서 말하는게 아니래”라고 답변했다고 설명했다.
          이에 수상함을 느낀 그는 “아이의 옷에 녹음기를 집어 넣어 등원시켰다”며 “몇일 동안 녹음기를 숨기고 등원시킨 결과, 선생님이 매일 언성을 높이고 아이들에게 소리를 지르는일이 많았다”고 주장했다. 
          이어 청원인은 ""녹음 내용을 원장에게 들려주었고 원장과 교사는 회의를 한 뒤 입학금을 돌려줄 테니 나가라고 하면서 ‘녹음이 불법인 것 아시냐’고 반문했다""며 ""이후 어린이집에서 짐을 받고 나오는데 원장님이 '어머님 녹음 내용을 지워주세요'라고 했다""고 덧붙였다.
          그는 ""(아이가) 어린이집 다녀오면 긴장이 풀려서 바지에 소변을 보고, 빨리 먹으라고 하면 젓가락질 사용하던 아이가 손가락으로 음식을 먹는다“며 ”잠도 2시간 이상을 푹자지 못해 낮에는 꾸벅꾸벅 졸면서 무섭다고 안긴다“고 설명했다.
          한편 미추홀경찰서는 아동복지법 위반 혐의로 50대 보육교사를 불구속 입건해 조사 중이다.
          A씨는 지난해 자신이 일하는 인천시 미추홀구 한 어린이집에서 5살 원생을 정서적으로 학대한 혐의를 받고 있다.
          경찰은 어린이집 폐쇄회로(CC) TV 등을 토대로 정확한 경위 등을 조사 중이다. 
          해당 청원글은 이날 오후 12시 45분 기준 402명의 동의를 얻었다.
          ☞공감언론 뉴시스 dy0121@newsis.com 
          
        "
20210120,30대,여성,4,연합뉴스,https://v.daum.net/v/20210120175515215,"네 살배기 얼굴 피멍 들 정도로 때린 40대 ""합의 시간 달라"""," 
         
          
           
           
            피해 아동 얼굴에 든 시퍼런 피멍 [피해 아동 친부 제공. 재판매 및 DB 금지]
           
          
          (춘천=연합뉴스) 박영서 기자 = 이혼 후 엄마가 홀로 키우던 네 살 아이의 얼굴에 피멍이 들 정도로 때린 엄마의 남자친구가 법정에서 피해자 측과 합의를 시도해보겠다는 뜻을 밝혔다.
          춘천지법 형사2단독 박진영 부장판사는 20일 아동복지법상 아동학대 등 혐의로 기소된 박모(40)씨의 첫 공판을 열었다.
          박씨 측 변호인은 혐의를 인정하고 ""피해자들과 합의를 논의 중""이라며 속행을 요청했으며, 피해자 측 변호인은 재판부에 박씨의 엄벌해달라는 탄원서를 낸 것으로 확인됐다.
          재판이 끝난 뒤 피해 아동의 친아빠는 ""결코 합의해서는 안 된다""며 박씨의 강력한 처벌을 원한다는 견해를 밝혔다.
          박씨는 지난해 11월 5일 밤 여자친구인 A(27)씨가 잠시 집을 나간 사이 A씨의 아들 B(4)군의 머리를 세게 때려 전치 3주의 상해를 가한 혐의로 재판에 넘겨졌다.
          같은 날 A씨에게 욕설하며 뺨을 때려 2주간 치료가 필요한 상처를 입히기도 했다.
          박씨에게 맞은 B군은 이튿날 어린이집에 도착하자마자 코피를 흘렸고, B군에게서 폭행당한 흔적을 발견한 어린이집 원장은 곧장 아동학대 의심 신고를 했다.
          아동보호전문기관과 경찰은 A씨를 조사했으나 이렇다 할 혐의점을 찾지 못했고, 내사를 이어가는 사이 A씨가 박씨의 폭행 사실을 털어놨다.
          머리를 세게 맞은 B군은 뒤통수와 얼굴 옆면에 시퍼런 피멍이 생기더니 며칠 지나지 않아 피멍은 눈가로까지 번졌다.
          사건은 폭행 사실을 안 친아빠가 인터넷 카페에 글을 올리면서 알려졌다.
          다음 재판은 3월 15일 열린다.
          conanys@yna.co.kr
          
           
          
          
        "
20210120,30대,여성,5,뉴시스,https://v.daum.net/v/20210120111758692,"김포시청 40대 공무원 자택서 숨진 채 발견..""극단적 선택 추정"""," 
         
          
           
          
          [김포=뉴시스] 정일형 기자 = 경기 김포시청 40대 공무원이 숨진 채 발견돼 경찰이 수사중이다. 
          20일 김포경찰서와 김포시 등에 따르면 전날 오후 7시28분께 경기 김포시 마산동의 한 주택에서 김포시청 소속 공무원 A(45)씨가 숨져 있는 것을 여동생이 신고했다. 
          여동생은 ""오빠가 며칠째 출근하지 않고 회사 동료가 전화해도 받지 않고 이상히 여겨 경찰에 신고했다""고 말했다. 
          최근 A씨는 인사발령을 통해 주민자치센터에서 본청 기업지원업무 부서로 자리를 옮긴 것으로 확인됐다. 
          경찰은 집안에서 삶을 비관하는 유서가 발견된 점, 외부 침입한 흔적이 없는 점 등을 미뤄 극단적 선택한 것으로 보고 있다. 유서에는 '가족들에게 미안하다'는 내용이 담긴 것으로 전해졌다. 
          경찰 관계자는 ""A씨가 평소 우울증을 앓고 있던 점 등을 비춰볼 때 극단적 선택으로 보인다""면서 ""유가족들이 부검을 원치 않아, 시신을 유가족들에게 인계할 예정""이라고 말했다.
          ☞공감언론 뉴시스 jih@newsis.com 
          
        "
