Date,Press,Rank,URL,Title,View,Content,Comment
20210110,KBS,1,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968159&rankingType=RANKING,"한파 속 내복 차림 3세 여아 “도와주세요”…경찰, 친모 입건",138577,"




 [앵커]  영하 18도의 최강 한파 속에서 3살짜리 여자아이가 내복 차림으로 길거리를 헤매다 주민에게 발견돼  경찰이 수사에 나섰습니다. 아이가 상습적으로 방치됐다는 증언도 나왔습니다. 김수영 기자가 취재했습니다. [리포트] 지난 8일 오후, 서울 강북구의 한 편의점. 한 여성이 어린아이를 담요로 감싼 채 들어옵니다. 아이를 진정시키기 위해 따뜻한 음료도 건넵니다. 하지만 담요가 흘러내릴 때마다 내복만 입은 아이의 앙상한 모습이 드러납니다. 내복은  대소변으로 젖어있습니다.  [집 근처 편의점 주인 : ""'애가 추위를 많이 타는구나' 그렇게만 생각했지, 그 정도일 줄은 몰랐죠.""] 3살짜리 이 여자아이는 엄마가 출근한 뒤  장시간 혼자 집을 지켰고,  잠시 집 바깥으로 나왔다가 문이 잠겨 들어가지 못한 것으로 파악됩니다.  [경찰 관계자/음성변조 : ""장시간 아이가 방치됐고 추운 날씨에 집 안에 환경도 안 좋았고요. (친모 아동복지법상 유기·방임 혐의로 입건했습니다.)""] 인근 주민들은 아이가 방치된 경우가 이번이 처음이 아니라며 철저한 수사를 촉구하고 있습니다.   [집 근처 편의점 주인 : ""최근에 '엄마가 마트 갔다'고, 그런데 엄마가 안 오니까 애 혼자 겁에 질렸는지 뭐 엄청 울면서 왔었어요.""] 경찰은 아이를 즉시 분리 조치해 친척 집으로 보냈습니다. 경찰은 또 지난달에도 아이가 집 밖에서 울고 있었다는  인근 주민의 진술 등을 토대로 친모의 방임 혐의 등을 추가로 조사할 예정입니다. KBS 뉴스 김수영입니다.촬영기자:안민식/영상편집:김용태김수영 (swimming@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,2,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968212&rankingType=RANKING,사우나 수면실에서 이용객 때려 숨지게 한 40대 검거,55918,"




 사우나 수면실에서 다른 이용자를 소화기로 때려 숨지게 한 40대가 경찰에 붙잡혔습니다. 서울 혜화경찰서는 특수상해치사 혐의로 45살 남성 A 씨를 체포해 조사하고 있습니다. A 씨는 어젯밤(9일) 11시쯤 서울 종로구 숭인동의 한 사우나 수면실에서 이용객 B 씨의 머리를 소화기로 여러 차례 내리쳐 다치게 한 혐의로 현행범 체포됐습니다. B 씨는 병원으로 이송됐지만 오늘(10일) 오전 결국 숨졌습니다. A 씨는 술을 마신 뒤 평소 자주 이용하던 사우나 수면실에서 잠을 자다가, B 씨가 들어오자 시끄럽다며 말다툼을 벌이던 중 이 같은 일을 벌인 것으로 조사됐습니다.  경찰은 A 씨에 대해 구속영장을 신청할 계획입니다.[사진 출처 : 연합뉴스]김채린 (dig@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,3,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968053&rankingType=RANKING,“‘505명 확진’ BTJ열방센터 미검사자 70%”…집단시설 신속항원검사,52531,"




 [앵커]교시설에서 시작된 집단감염은 특히 확산 속도와 범위가 빠르고 넓다는 사실, 1년 가까이 코로나19 사태를 겪으며 여러차례 목격한 바 있죠.종교시설인 경북 상주 열방센터 관련 확진자가 5백 명을 넘었고 감염 지역도 다양하게 분포됐는데, 문제는 이곳 방문자의 70%가 아직 검사를 받지 않았다는 겁니다.김수연 기잡니다. [리포트] 선교단체 인터콥의 본부인 BTJ 열방센터. 지난해 12월 초 첫 코로나19 확진자가 나온 뒤 관련 확진자가 잇따랐습니다. 방역당국이 추적 검사한 결과 감염 우려가 있는 시기에 열방센터를 방문한 사람은 모두 2천8백여 명으로, 이 가운데 30%가 검사를 받아 154명이 양성 판정을 받았습니다. 확진자를 통한 연쇄 감염도 이어져 인천, 강원, 전남, 충북 등 전국 8개 시도에서 종교시설과 모임을 통해 351명에게 추가 전파된 것으로 파악됐습니다. N차 감염으로 확진자가 5백 명을 넘어섰는데, 방문자의 70%는 아직 검사도 받지 않은 상황.방역당국은 서둘러 검사를 받아 달라고 요청했습니다. [정세균/중앙재난안전대책본부장/국무총리 : ""여러분의 비협조 때문에 주변의 많은 사람들이 코로나19에 감염될 수 있다는 사실을 명심해 주시기 바랍니다.""] 7번째 전수검사를 시행한 서울 동부구치소에서는 13명의 추가 확진자가 나왔습니다. 수용자 12명과 직원 1명으로, 여성 수용자 가운데서도 첫 확진자가 나왔습니다. 전국 교정시설의 누적 확진자는 천2백 명을 넘어섰습니다. 이처럼 곳곳에서 대규모 집단감염이 발생하자 정부가 확진자를 조기에 찾아내기 위해 신속항원검사를 시행하기로 했습니다. PCR 검사보다 정확도는 낮지만, 무증상 확진자가 잇따르는 만큼 한발 빨리 대응하겠다는 겁니다. [임숙영/중앙방역대책본부 상황총괄단장 : ""신규 입소자, 기존 입소자 그리고 종사자, 외부방문자 등으로 구분해서 주기적인 선제검사를 시행할 수 있습니다.""] 아울러 오는 17일까지로 예정된 임시선별진료소 운영 기한을 연장하는 방안도 검토하고 있습니다. 방역당국은 뚜렷한 증상이 없어도 불안하다면 익명으로 검사받을 수 있는 임시선별진료소를 찾아 달라고 부탁했습니다. KBS 뉴스 김수연입니다. 촬영기자:김휴동/영상편집:권형욱/그래픽:고석훈▶ '코로나19 3차 대유행 특집' 바로가기http://news.kbs.co.kr/special/coronaSpecialMain.html김수연 (sykbs@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,4,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968052&rankingType=RANKING,지하철 8호선 기관사 8명 확진…성남서 확진자 2명 한때 연락두절,42690,"




 [앵커]여러분 안녕하십니까.토요일 9시 뉴스입니다.코로나19 신규 확진자, 어제(8일)에 이어 오늘(9일)도 6백 명대입니다.최근 흐름을 보면, 완만하지만 확실히 감소세에 접어들었다는 것을 확인할 수 있습니다.환자 1명이 얼마나 감염시킬 수 있는지 나타내는 지표인 '감염 재생산 지수'도 1 이하로 떨어졌습니다.일상의 불편을 함께 견뎌낸 결과겠죠.하지만 이 노력에 찬물을 끼얹는 사례도 꾸준히 발견됩니다.안전 신문고에는 편법으로 학원을 운영한다는 신고가 잇따라 접수됐는데, 무도학원에 80여 명이 모여 춤을 추는가 하면, 밤 9시 이후 환기가 안 되는 곳에 30여 명이 모여 수업을 한 어학원도 있었습니다.방역 당국은 오는 17일 특별방역대책이 끝나는 시점까지 적어도 4, 5백 명대로 확진자 수를 줄여야 거리 두기 조정도 이뤄질 수 있다고 강조하고 있습니다.조금만 더 참자는 얘깁니다.이런 가운데 오늘 서울에서는 지하철 8호선을 운행하는 기관사 8명을 포함해 최소 9명이 확진 판정을 받았습니다.또 경기도 성남에서 확진 판정을 받은 2명이 연락이 두절됐다가 뒤늦게 소재지가 파악되기도 했습니다.수도권 확진 현황, 문예슬 기자가 정리했습니다. [리포트] 하루 평균 24만여 명이 이용하는 수도권 지하철 8호선. 8호선 기관사 8명이 코로나19 확진 판정을 받았습니다. 서울교통공사는 8호선 운행 업무를 맡은 잠실승무사업소 소속 기관사 1명이 지난 6일 가족으로부터 감염됐다고 밝혔습니다. 이후 사업소 직원 119명을 모두 검사한 결과, 적어도 8명이 추가 감염됐다고 전했습니다. 서울교통공사 측은 확진된 기관사들이 승객들과 접촉하지는  않은 것으로 보고 있습니다.  [윤강재/서울교통공사 미디어팀 : ""지하철 기관사실 같은 경우는 버스와 택시와 달리 승객분들과 분리된 상태로 운행을 하고 있기 때문에 현재까지는 승객분들과 접촉이 없는 것으로 저희가 파악하고 있습니다.""] 다만 이들이  열차 기관사실에서 내린 뒤 승객들이 이용하는 지하철 승강장으로 이동하는 만큼 정확한 동선을 파악하는 데 주력하고 있습니다. 경기 성남시에서는 확진자 2명의 연락이 한때 끊겨 경찰이 소재 파악에 나서는 등 소동이 빚어졌습니다. 30대 남성 A 씨는 6일 확진 통보를 받은 뒤  휴대 전화를 꺼둔 채 연락이 닿지 않았고, 8일 확진된 A 씨의 지인 B 씨는 본인 명의의 휴대 전화가 없어 임시선별검사 당시 A 씨의 번호를 기재한 것으로 파악됐습니다. 이들은 오늘 오후에야 보건 당국과 연락이 닿아 격리됐습니다. 성남시는 두 사람을 감염병예방법 위반 혐의로 고발했습니다.  [문종식/주무관/성남시 수정구 보건소 : ""일단 신병 확보가 안 되는 상황이었기 때문에 이분들을 빨리 찾아야 됐고. (임시 선별검사소의 경우) 익명 검사를 하다 보니까 저희가 나중에 확진자가 나왔을 때 처리하는 데 상당히 애로사항이 많습니다.""] 경찰은 치료가 끝나면 이들이 고의로 연락을 끊은 건지, 아니면 어쩔 수 없는 사정이 있었는지 조사할 예정입니다. 한편, 서울 강남역 지하 상가에서 근무하는 환경미화 직원 1명이 확진 판정을 받았습니다. 이에 따라 시민 비상 이동로를 제외한 강남역 지하 상가 전 구역이 내일(10일) 자정까지 폐쇄됩니다. KBS 뉴스 문예슬입니다. 촬영기자:권순두 홍성백/영상편집:박주연/그래픽:김현갑 고석훈▶ '코로나19 3차 대유행 특집' 바로가기http://news.kbs.co.kr/special/coronaSpecialMain.html문예슬 (moonster@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,5,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968166&rankingType=RANKING,초등학교 100m 앞 ‘만화카페’…법원 “나쁜 영향 안 준다”,33587,"




서울 서대문구의 한 초등학교에서 100m 정도 떨어진 곳에 있는 만화카페. 편안한 자리에서 마음에 드는 만화책을 골라보고, 식사를 하거나 음료를 마실 수 있는 복합문화공간입니다.그런데 교육지원청은 ""초등학생들의 학습과 교육환경에 나쁜 영향을 준다""며 카페 사장에게 업종을 바꾸거나 폐업·이전하라고 지도했습니다. 카페 사장은 이에 불복해 행정심판과 소송에 나섰는데요.서울행정법원 행정7부(재판장 김국현)는 최근, 만화카페 대표 A 씨가 서울시 서부교육지원청을 상대로  낸 소송에서 원고 승소로 판결했습니다. 만화카페가 초등학생들에게 나쁜 영향을 주지 않는다며 카페 측의 손을 들어준 겁니다.■ 종이만화 대신 웹툰 보는 시대…법원 ""인식의 변화 반영돼야""법원의 판단 근거 중 하나는 '사회 인식의 변화'입니다. 교육지원청의 처분은 만화가 학생들에게 유해하다는 전제에서 이뤄졌죠. 그런데 법원은 현행 청소년보호법 등을 볼 때 만화나 만화대여업 자체를 곧바로 유해한 것으로 볼 순 없다고 밝혔습니다.우선 만화대여업소에는 청소년이 자유롭게 출입할 수 있고, 사회적 인식의 변화에 따라 풍속영업의 범위에서 제외됐습니다. 물론 폭력성이나 선정성이 수반되는 일부 만화가 유해할 순 있지만, 이는 해당 유해물만 청소년유해매체물로 지정해 고시하는 등 별도로 규율하는 것으로 충분하다는 게 법원 판단입니다.게다가 정부는 지난해 11월 6일,  ""교육환경보호구역에 설치가 제한되는 시설의 범위에서 만화대여업소를 제외함으로써 변화된 사회 인식 등을 반영해 합리적으로 규제를 개선하겠다""며  교육환경법 개정법률안을 국회에 냈습니다. 이 개정안에 따르면 만화대여업은 모든 구역에서 자유로운 영업이 가능하게 되죠.재판부는 ""이러한 인식의 변화는 이 사건 처분을 위한 심의과정에도 반영되는 것이 옳다""며 ""종래 책의 형태로만 만화를 접하던 것과 달리 현재에는 온라인 웹툰의 형태로 쉽게 접근할 수 있다""고 설명했습니다.■ 1층엔 노래방, 5층엔 당구장…법원 ""만화카페 추가된다고 더 나빠지겠나""법원은 만화카페가 위치한 장소에도 주목했습니다. 만화카페는 상가건물 4층에 있고, 이 건물 지하엔 노래연습장이, 1~2층엔 주점이, 5층엔 당구장이 있는데요.재판부는 ""건물의 이용현황에 비춰 볼 때 4층에 만화대여업이 추가된다는 사정만으로 초등학교 학생들의 학습과 교육환경에 보다 더 나쁜 영향이 미친다고 단정할 수 없다""고 밝혔습니다. 특히 노래연습장은 만화대여업처럼 교육환경법에서 정하는 '교육환경보호구역 내에서 금지되는 행위 및 시설'에 해당하는데도 영업이 허용됐습니다. 교육지원청은 ""노래연습장은 20년 전에 허용한 것이므로 이 사건 처분을 할 당시와 주변 환경이 동일하지 않다""고 항변했지만, 재판부는 납득하기 어렵다고 봤습니다.청소년보호법상 노래연습장은 출입과 고용이 둘 다 금지된 업소이고 만화대여업은 고용만 금지된 업소이므로, 오히려 노래연습장이 만화대여업보다 그 유해성이 더 높다는 겁니다.재판부는 또 초등학교에서 만화카페의 출입문이나 내부 행위가 전혀 보이지 않고, 카페 근처에 미성년자 대상 학원도 없다고 설명했습니다. 만화카페 주변을 통학로로 이용하는 학생이 전체 176명 가운데 단 1명에 불과한 점도 고려됐습니다. 재판부는 학교장마저도 '만화카페가 학습과 교육환경에 지장을 주지 않는다'는 의견을  냈다고 덧붙였습니다.특히 해당 만화카페가 앞선 소송과정에서 성인만화나 커튼, 블라인드 등을 모두 정리한 점도 유리하게 작용했습니다. 교육지원청은 만화카페가 얼마든지 이를 다시 배치할 수 있다고 주장했지만, 재판부는 ""이를 이유로 원고의 영업 자체를 허용하지 않으려는 것은 헌법상 보장된 직업선택의 자유와 재산권의 과도한 제한""이라고 강조했습니다.이 판결은 교육지원청이 항소하지 않아, 지난달 15일 확정됐습니다.최유경 (60@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,6,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968208&rankingType=RANKING,소상공인·특고·프리랜서 지원금 내일부터 지급,33543,"




 [앵커] 코로나19 확산으로 피해를 본  소상공인과 특수형태근로자, 프리랜서에 대한 3차 재난지원금이 내일부터 지급됩니다. 고용안정지원금은 50만원,  소상공인은 최대 300만원까지 받을 수 있습니다. 오현태 기자입니다. [리포트] 코로나19 3차 확산으로 피해를 본 소상공인을 대상으로 하는 소상공인 버팀목자금, 이른바 3차 재난지원금 지급이 내일부터 시작됩니다. 지난해 11월 24일 이후  정부와 지자체의 방역지침에 따라 집합 금지 대상이 됐던 소상공인은 3백만 원, 집합 제한 대상인 경우 2백만 원을 받을 수 있습니다. 여기에 해당하지 않더라도 지난해 매출액이 4억 원 이하이면서 전년도보다 줄었다면, 백만 원을 지원받을 수 있습니다. 다만, 모두 지난해 11월 30일 이전에 개업한 소상공인만 해당되고, 사행성 업종이나 부동산 임대업, 전문직종 등 소상공인 정책자금 융자 제외 업종은 지원 대상에서 제외됩니다. 2차 지원금을 받았던 소상공인 2백50만 명은 내일 오전 발송되는  정부의 문자 안내에 따라 즉시 신청하면 이르면 내일 오후, 늦어도 모레 오전에는 받을 수 있을 예정입니다. 2차 지원금을 받지 않은 소상공인 가운데 지난해 매출이 줄어든 경우라면 국세청 부가세 신고기한에 맞춰 매출 신고를 하면 3월 중순에는  지원금을 받을 것으로 보입니다. 특수형태근로자와 프리랜서들에게 지급되는 3차 고용안정지원금 50만 원도 내일부터 지급이 시작됩니다. 1, 2차 지원금을 받았다면 내일부터 오는 15일까지  등록된 계좌로 자동지급됩니다. 1, 2차 지원금을  받지 않은 대상에 대해선 15일 따로 안내할 예정입니다. 고용안정지원금과 소상공인 버팀목자금은  중복 지급되지 않습니다. 자세한 사항은 콜센터 문의나  중소벤처기업부, 고용노동부 홈페이지 등을 통해 확인할 수 있습니다. 한편, 정부는 3차 재난지원금을 빙자한 각종 금융사기 시도가 있을 걸로 보고 지원금 지급 때  정부가 계좌 비밀번호나 OTP 번호를 요구하지 않는다며,  주의를 당부했습니다. KBS 뉴스 오현태입니다. 영상편집:김형기오현태 (highfive@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,7,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968246&rankingType=RANKING,‘운영 중단’ 명령에도 대면 예배 강행…“폐쇄 명령”,32956,"




 [앵커] 방역수칙을 어기고 대면 예배를 강행하는 교회들이 있습니다. 부산의 한 교회는 운영중단 명령까지 받은 상태에서 오늘(10일) 신도 수백 명과 대면예배를 강행했고, 관할구청은 끝내 폐쇄명령을 내리기로 했습니다. 교회 측은 신앙의 양심 상 예배는 양보할 수 없다고 주장했는데, 어떻게 생각하십니까. 김영록 기잡니다. [리포트] 부산 서구의 한 교회. 주말을 맞아 신도들이 예배를 보기 위해 줄지어 교회 안으로 들어섭니다. 건물 안쪽에서는  신도 600여 명이 앉아 주말 예배를 진행했습니다. 이 교회는  대면예배가 금지된 지난 해 8월 이후 수차례 대면예배를 강행하다  이미 부산시 등으로부터 7번이나 경찰에 고발됐습니다. 지난 6일에는  대면예배를 강행하다  관할 서구청으로부터 10일간의 운영중단 명령을 받았습니다. 하지만 또다시 대면예배를 고집함에 따라 서구청은 이 교회에 폐쇄명령을 내리기로 했습니다. [공한수/부산 서구청장 : “이거를 안건을 올려서 추인을 받아서 결정하는 것으로. 지금 현재 시설을 폐쇄하는 것으로 하겠습니다.”] 폐쇄 명령은 오는 12일 0시부터 적용될 예정입니다. 반면 교회 측은 비대면 예배도 병행하고 있고 거리두기와 체온측정 등 방역 수칙을 준수하는 만큼 대면예배를 포기할 수 없다고 반발하고 있습니다. [교회 관계자 : “교회의 생명은 예배니까 예배가 보고 싶고. 또 이제 우리 생각에는 신앙의 양심이라고 하는데 신앙의 양심상 예배는 양보할 수 없다….”] 강서구에서도 한 교회가 신도 천여 명이 모인 가운데 대면예배를 강행해 관할 지자체가 운영중단 명령을 내릴 예정입니다.  KBS 뉴스 김영록입니다.  촬영기자:김창한/영상편집:김종수▶ '코로나19 3차 대유행 특집' 바로가기http://news.kbs.co.kr/special/coronaSpecialMain.html김영록 (kiyuro@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,8,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968201&rankingType=RANKING,회장님 아들 회사에 수십억 영업권 지원한 KPX그룹 덜미,30112,"




 중견 화학그룹인 KPX그룹이 핵심계열사의 수출 영업권을 총수 아들의 개인회사에 무상으로 넘겨줬다가 공정거래위원회의 제재를 받게 됐습니다. 공정위는 오늘(10일) KPX그룹 소속 진양산업이 씨케이엔터프라이즈에 베트남 현지 계열사 '비나폼'에 대한 스펀지 원료 수출 영업권을 무상으로 제공한 행위에 대해 시정명령과 과징금 16억3천500만 원을 부과하기로 했다고 밝혔습니다. 씨케이엔터프라이즈는 양규모 KPX홀딩스 회장의 장남 양준영 KPX홀딩스 부회장이 지분 88%를 보유한 총수 일가 개인회사입니다. 진양산업은 2015년 8월 스펀지 원료 폴리프로필렌글리콜(PPG)의 수출 영업권을 씨케이엔터프라이즈에 무상으로 넘겼습니다. 이 의사결정은 진양산업과 씨케이엔터프라이즈 두 회사에서 동시에 근무하던 임원이 내린 것인데 평가금액 36억7천700만 원에 이르는 영업권을 넘기면서도 계약체결이나 대가 지급은 없었습니다.  씨케이엔터프라이즈는 또 영업권을 넘긴 이후에도 1년 넘게 회사에 실무 인력 없이 다른 계열사 직원이 수출 업무를 대신 수행했다고 공정위는 설명했습니다.  이러한 거래 결과로 수출업 경험이 없던 부동산 임대회사 씨케이엔터프라이즈의 사업기반과 재무상태가 좋아졌습니다.  수출 물량이 본격적으로 넘어가기 시작한 2012년부터는 기존 매출의 12~22배에 이르는 매출이 수출거래에서 발생했고, 영업이익도 영업권 양수 이전에는 1억 원을 넘지 못했는데 이후에는 약 14억 원으로 18배가량 늘었습니다. 공정위는 스펀지 원재료 수출시장에서 씨케이엔터프라이즈가 아무런 노력 없이 독점적 사업자의 지위를 형성한 반면, 잠재적 경쟁자의 시장진입은 봉쇄됐다고 판단했습니다. 또 씨케이엔터프라이즈가 수출업을 통해 쌓은 현금을 그룹 지주회사 KPX홀딩스 지분 확보에 활용해 대주주인 장남의 그룹 경영권 승계에 쓰였다고 공정위는 설명했습니다. 공정위는 지원 주체인 진양산업에 13억6천200만 원, 지원을 받은 씨케이엔터프라이즈에 2억7천300만 원 등 총 16억3천500만 원의 과징금을 물렸습니다.[사진 출처 : 연합뉴스]석민수 (ms@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,9,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968255&rankingType=RANKING,"“정인이 상급 병원 진료 권고했었다”…아동보호전문기관, 의사 소견 무시?",28018,"




 [앵커] ​양부모 학대로 불과 16개월만에 세상을 떠나야 했던 정인이. 숨지기 전까지 학대 의심 신고가 세 번이나 있었는데, 이 가운데 마지막 신고는  뚜렷한 몸무게 감소 때문이었습니다. 이 신고가 있은 뒤에 정인이를 진찰했던 소아과 의사는 몸무게 감소 이유에  의문을 제기하며 상급병원 진료를 권고했지만, 아동보호전문기관이 이 권고를 무시한 정황이 추가로 확인됐습니다. ​말 못하는 어린 아이는 그 사이 얼마나  무섭고 힘들었을까요. 부질없는 미안함을 뒤늦게 전합니다. 김재현 기자가 취재했습니다. [리포트] 3차 학대 의심 신고 당일과 이틀 뒤 정인이는 한 소아과에서 진료를 받았습니다. 당시 진료에 동행한 강서 아동보호전문기관이 정인이가 숨진 뒤 국회에 제출한 보고서입니다. 입안 상처가 좋아져 추가 진료는 필요 없다는 의사 진료 소견과  부모의 협조적인 태도 등을 토대로 학대 혐의가 없다고 판단했다고 적혀 있습니다. 하지만 당시 정인이를 진료했던 의사의 말은  다릅니다. 이 의사는  아동보호전문기관 직원이  정인이 몸무게 감소에 대한 의견을 물어  큰 병원에서 추가 검사를 받을 필요가 있다고 말했다고 KBS에 밝혔습니다. 특히 두 번이나 학대 의심 신고가 있었단 사실은 전혀 못 들었다고 전했습니다.  이에 대해 강서 아동보호전문기관 측은 두 번의 신고가 있었단 사실을  말하지 않은 건 맞다면서도 상급병원 진료 권고는 받은 적이 없다고 부인했습니다.  그렇지만 기관 측이  국회에 제출한 보고서에도 의사가 입안 상처 때문에 몸무게가 빠진 것으로 보기는 어렵다는  의문을 제기했다고 기록돼 있습니다. 그런데도  입안 상처에 대한 소견만으로는  학대로 볼 수는 없다고  결론 내린 겁니다. [황옥경/서울신학대 보육학과 교수 : “(아동학대를) 조사하거나 상담하거나 지원하는 이런 모든 인력은 가족 내의 위기 요인들, 안전이 위험하지 않은지, 성장의 위기는 없는지 이런 부분을 면밀하게 살펴볼 수 있는 아주 세밀한 역량을 갖출 수 있어야 합니다.”] 아동보호전문기관 직원들은 평균 64가구를 담당하는데, 직원 10명 중 3명은 매년 이직을 합니다. 전문가들은 숙련된 아동학대 전문가가 나오기 힘든 구조를 개선할 필요가 있다고 지적합니다. KBS 뉴스 김재현입니다. 촬영기자:황종원/영상편집:양의정/그래픽:김지혜 한종헌김재현 (honor@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
20210110,KBS,10,/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=056&aid=0010968078&rankingType=RANKING,"바이든 “트럼프, 가장 무능한 대통령”…미 의회, 탄핵 추진",27122,"




 [앵커]바이든 미국 대통령 당선인이 취임을 열흘가량 앞두고 트럼프 대통령에 작심 발언을 쏟아냈습니다.트럼프 대통령은 미국 역사상 최초로 임기 중 2차례나 탄핵이 추진된 대통령이 될 상황에 직면해 있는데요.워싱턴 연결해 자세한 소식 들어봅니다.김양순 특파원! 의회 난입 사태 이후 바이든 대통령 당선인의 발언 수위가 높아진 것 같은데요?[기자]네, 바이든 대통령 당선인, 작심하고 트럼프 대통령을  강하게 비판했습니다. 먼저 들어 보시죠.[조 바이든/미국 대통령 당선인 : ""(트럼프 대통령은) 미국 역사상 가장 무능한 대통령 중 하납니다. 미국의 대통령이 폭도, 폭도들을 격려함으로써 전 세계에 미국의 이름을 훼손했습니다. 내버려둬서는 안 됩니다.""] 다만 트럼프 대통령 탄핵과 관련해선 의회의 일이다, 라고 선을 그었습니다. 트럼프 대통령은  바이든 대통령 당선인의 취임식에 가지 않겠다고 밝혔는데요. 실제로 불참한다면  1869년 이후 152년 만입니다. 바이든 당선인은 우리 둘이 합의한 몇 안 된 잘된 일이다, 맞받았습니다. [앵커]임기 열흘가량 남은 트럼프 대통령, 물리적으로 탄핵, 가능할까요?[기자] 미 하원 민주당 의원들은 이미  탄핵안을 작성했습니다. 이르면 현지시간 11일에 발의해 표결 일정을 잡겠다고 나섰습니다.첫 번째 탄핵 사유는 '반란을 부추겼다'는 건데요. 트럼프 대통령이 지난 7일 미 의회의 대선 결과 인증 직전에 군중 연설로 선동한 걸 말하는 겁니다. 백악관은 이에 대해 ""임기를 12일 남겨둔 대통령에 대한  정치적 동기에 의한 탄핵""이라고 답했습니다. 탄핵안을 발의해도  열흘 만에 상원까지 가야 하는 만큼  물리적으로 실현은 어려워 보입니다. 그렇다고 미국이 트럼프 대통령을  곱게 퇴임시켜 줄 것 같지는 않습니다. 경찰을 포함해 5명이 숨진 사건에 대해  미국연방수사국이  13명 기소 방침을 밝혔습니다. 공화당 소속 의원까지 포함해 성역없는 수사가 진행 중인 데다 워싱턴 연방검찰은 트럼프 대통령의 기소 가능성까지 시사하고 있습니다.[앵커]트위터가 오늘 트럼프 대통령의 계정을 영구 정지시켰다고 밝혔는데, 이유가 뭡니까?[기자] 트위터는  미 의회 난입 당일에도 트럼프 대통령의 계정을 12시간 동안 정지한 바 있습니다. 한 번 더 규정을 위반하면 영구 정지하겠다고 경고도 했는데요. 어제는 ""내게 투표한  7천 5백만 명의 위대한 미국 애국자들은 앞으로도 위대한 목소리를 낼 것""이라며 ""바이든 취임식에 가지 않겠다""고 했는데, 트위터는 이 내용이 취임식날 결집하라는 것으로 읽혀 폭력을 유발할 수 있다고 본 겁니다. 지금 트위터에 들어가 보면 8천 8백만 팔로워가 있는 트럼프 대통령 개인 계정은 프로필을 포함해  모든 게시물이 사라졌는데요. 트위터는 남은  백악관 공식 계정 2개도  문제가 있다면 삭제하겠다고 밝혔습니다.지금까지 워싱턴에서 전해 드렸습니다. 촬영기자:한규석/영상편집:이현모/그래픽:고석훈 김지훈/자료조사:성민지김양순 (ysooni@kbs.co.kr)▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!▶ ‘코로나19 3차 대유행’ 제대로 알아야 이긴다▶ 기후는 말한다…생존을 위한 전환 ‘탄소중립’

",
